datetime,station,category,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2014-06-14 22:00:00,Dongsi,Inner (Urban),79.0,131.0,5.0,63.0,1200.0,153.0,27.1,1001.5,17.8,0.0,SSE,1.1
2014-06-14 23:00:00,Dongsi,Inner (Urban),94.0,167.0,8.0,56.0,1100.0,155.0,25.7,1001.7,17.9,0.0,NNW,0.4
2014-06-15 00:00:00,Dongsi,Inner (Urban),130.0,170.0,18.0,69.0,1600.0,97.0,24.1,1001.5,18.7,0.0,E,0.7
2014-06-15 01:00:00,Dongsi,Inner (Urban),129.0,152.0,24.0,73.0,1700.0,68.0,22.9,1001.5,18.7,0.0,ENE,0.5
2014-06-15 02:00:00,Dongsi,Inner (Urban),107.0,113.0,31.0,66.0,2200.0,67.0,22.5,1001.3,18.9,0.0,NE,1.1
2014-06-15 03:00:00,Dongsi,Inner (Urban),87.0,108.0,32.0,55.0,2100.0,72.0,22.2,1001.3,19.0,0.0,ENE,1.6
2014-06-15 04:00:00,Dongsi,Inner (Urban),89.0,141.0,32.0,67.0,2300.0,57.0,21.7,1001.4,18.3,0.0,NE,0.9
2014-06-15 05:00:00,Dongsi,Inner (Urban),153.0,209.0,24.0,111.0,1900.0,4.0,22.3,1001.4,18.9,0.0,NE,0.7
2014-06-15 06:00:00,Dongsi,Inner (Urban),167.0,209.0,28.0,100.0,1600.0,9.0,24.2,1001.4,18.4,0.0,ENE,1.2
2014-06-15 07:00:00,Dongsi,Inner (Urban),162.0,212.0,28.0,90.0,1500.0,24.0,25.5,1001.5,18.2,0.0,ENE,1.7
2014-06-15 08:00:00,Dongsi,Inner (Urban),141.0,185.0,29.0,81.0,1400.0,52.0,27.0,1001.3,18.0,0.0,ENE,1.5
2014-06-15 09:00:00,Dongsi,Inner (Urban),130.0,148.0,26.0,69.0,1300.0,84.0,28.5,1001.1,18.0,0.0,NNE,1.4
2014-06-15 10:00:00,Dongsi,Inner (Urban),126.0,197.0,23.0,74.0,1400.0,102.0,29.8,1000.6,17.6,0.0,ENE,1.0
2014-06-15 11:00:00,Dongsi,Inner (Urban),110.0,110.0,27.0,54.0,1300.0,157.0,31.2,1000.0,17.1,0.0,SW,0.9
2014-06-15 12:00:00,Dongsi,Inner (Urban),105.0,140.0,28.0,42.0,1300.0,209.0,32.0,999.1,17.1,0.0,SSE,2.4
2014-06-15 13:00:00,Dongsi,Inner (Urban),96.0,96.0,31.0,31.0,1200.0,245.0,31.1,998.7,18.1,0.0,SE,1.4
2014-06-15 14:00:00,Dongsi,Inner (Urban),104.0,195.0,39.0,29.0,1200.0,256.0,30.7,998.3,18.8,0.0,SSW,2.4
2014-06-15 15:00:00,Dongsi,Inner (Urban),136.0,265.0,36.0,34.0,1400.0,244.0,30.4,998.0,19.7,0.0,SW,0.8
2014-06-15 16:00:00,Dongsi,Inner (Urban),171.0,250.0,32.0,40.0,1600.0,242.0,30.7,998.1,19.4,0.0,W,1.3
2014-06-15 17:00:00,Dongsi,Inner (Urban),167.0,185.0,31.0,43.0,1500.0,240.0,29.9,998.2,16.3,0.0,NW,3.1
2014-06-15 18:00:00,Dongsi,Inner (Urban),115.0,142.0,21.0,57.0,1400.0,207.0,28.8,998.2,15.3,0.0,WNW,1.6
2014-06-15 19:00:00,Dongsi,Inner (Urban),71.0,71.0,12.0,45.0,1000.0,170.0,20.9,1000.6,17.9,20.8,E,4.3
2014-06-15 20:00:00,Dongsi,Inner (Urban),63.0,257.0,6.0,38.0,900.0,149.0,21.3,1000.1,19.0,3.5,SE,1.6
2014-06-15 21:00:00,Dongsi,Inner (Urban),78.0,78.0,3.0,40.0,1200.0,139.0,21.5,1000.2,20.1,0.0,W,0.8
2014-06-15 22:00:00,Dongsi,Inner (Urban),85.0,111.0,3.0,51.0,1300.0,99.0,21.8,999.8,20.6,0.0,SSE,0.4
2014-06-15 23:00:00,Dongsi,Inner (Urban),119.0,119.0,2.0,59.0,1500.0,78.0,21.6,999.8,20.6,0.0,SSE,0.6
2014-06-16 00:00:00,Dongsi,Inner (Urban),130.0,130.0,2.0,64.0,1500.0,56.0,22.0,1000.0,21.0,0.0,WNW,0.9
2014-06-16 01:00:00,Dongsi,Inner (Urban),119.0,119.0,2.0,51.0,1300.0,76.0,22.0,1000.0,19.7,0.0,SW,1.1
2014-06-16 02:00:00,Dongsi,Inner (Urban),98.0,98.0,3.0,44.0,1100.0,84.0,21.7,999.5,20.5,0.0,SSE,1.1
2014-06-16 03:00:00,Dongsi,Inner (Urban),106.0,115.0,3.0,37.0,1100.0,82.0,21.8,998.9,19.7,0.0,W,1.1
2014-06-16 04:00:00,Dongsi,Inner (Urban),112.0,112.0,4.0,35.0,1100.0,77.0,21.8,999.5,19.4,0.0,WSW,1.4
2014-06-16 05:00:00,Dongsi,Inner (Urban),129.0,171.0,4.0,41.0,1100.0,54.0,22.1,999.1,18.7,0.0,SW,2.1
2014-06-16 06:00:00,Dongsi,Inner (Urban),149.0,159.0,4.0,42.0,1200.0,42.0,22.3,999.0,19.1,0.0,WNW,1.0
2014-06-16 07:00:00,Dongsi,Inner (Urban),156.0,156.0,6.0,37.0,1100.0,46.0,23.8,999.4,19.5,0.0,WNW,1.2
2014-06-16 08:00:00,Dongsi,Inner (Urban),157.0,187.0,7.0,40.0,1200.0,47.0,24.8,999.6,19.6,0.0,S,1.3
2014-06-16 09:00:00,Dongsi,Inner (Urban),170.0,189.0,9.0,56.0,1300.0,44.0,25.9,999.9,20.0,0.0,E,1.4
2014-06-16 10:00:00,Dongsi,Inner (Urban),180.0,180.0,10.0,64.0,1400.0,65.0,25.9,999.6,20.0,0.0,ESE,1.1
2014-06-16 11:00:00,Dongsi,Inner (Urban),193.0,193.0,9.0,58.0,1300.0,104.0,25.5,999.3,20.5,0.0,NNW,0.4
2014-06-16 12:00:00,Dongsi,Inner (Urban),195.0,216.0,6.0,61.0,1400.0,125.0,26.8,997.6,19.9,0.3,SSW,1.4
2014-06-16 13:00:00,Dongsi,Inner (Urban),198.0,198.0,6.0,67.0,1500.0,119.0,28.7,997.0,18.8,0.0,WSW,1.1
2014-06-16 14:00:00,Dongsi,Inner (Urban),182.0,182.0,8.0,44.0,1300.0,178.0,29.7,996.2,18.2,0.0,SSE,1.7
2014-06-16 15:00:00,Dongsi,Inner (Urban),154.0,154.0,7.0,27.0,1000.0,204.0,29.4,995.8,18.2,0.0,SSW,2.0
2014-06-16 16:00:00,Dongsi,Inner (Urban),120.0,120.0,5.0,21.0,900.0,188.0,29.0,995.6,18.7,0.0,S,2.7
2014-06-16 17:00:00,Dongsi,Inner (Urban),112.0,154.0,4.0,21.0,1000.0,195.0,28.6,995.8,19.0,0.0,SSW,1.6
2014-06-16 18:00:00,Dongsi,Inner (Urban),116.0,119.0,4.0,29.0,1000.0,187.0,28.0,996.3,19.0,0.0,SSW,1.1
2014-06-16 19:00:00,Dongsi,Inner (Urban),115.0,115.0,3.0,30.0,1000.0,179.0,27.6,997.2,18.9,0.0,S,1.0
2014-06-16 20:00:00,Dongsi,Inner (Urban),114.0,142.0,3.0,32.0,1100.0,169.0,26.6,997.0,19.5,0.0,SE,1.2
2014-06-16 21:00:00,Dongsi,Inner (Urban),119.0,126.0,3.0,42.0,1200.0,149.0,27.0,997.1,19.1,0.0,SE,0.7
2014-06-16 22:00:00,Dongsi,Inner (Urban),118.0,141.0,3.0,49.0,1200.0,128.0,25.8,997.2,19.9,0.0,ESE,1.9
2014-06-16 23:00:00,Dongsi,Inner (Urban),123.0,123.0,3.0,42.0,1200.0,118.0,26.3,997.5,19.2,0.0,SSW,2.5
2014-06-17 00:00:00,Dongsi,Inner (Urban),183.0,194.0,5.0,33.0,1300.0,122.0,25.6,997.3,19.3,0.0,S,2.3
2014-06-17 01:00:00,Dongsi,Inner (Urban),229.0,232.0,10.0,29.0,1300.0,128.0,25.0,998.1,19.4,0.0,SSE,1.1
2014-06-17 02:00:00,Dongsi,Inner (Urban),235.0,235.0,20.0,28.0,1300.0,94.0,18.4,998.4,17.1,7.6,ESE,5.0
2014-06-17 03:00:00,Dongsi,Inner (Urban),164.0,164.0,15.0,23.0,900.0,77.0,18.1,998.8,17.1,29.0,SSE,1.6
2014-06-17 04:00:00,Dongsi,Inner (Urban),13.0,50.0,2.0,13.0,500.0,120.0,18.2,999.4,17.4,12.6,ENE,1.0
2014-06-17 05:00:00,Dongsi,Inner (Urban),5.0,5.0,2.0,13.0,600.0,116.0,18.8,999.7,18.0,0.5,W,1.0
2014-06-17 06:00:00,Dongsi,Inner (Urban),4.0,5.0,2.0,20.0,600.0,107.0,19.4,999.5,18.1,0.0,NW,1.2
2014-06-17 07:00:00,Dongsi,Inner (Urban),14.0,19.0,2.0,32.0,800.0,86.0,19.9,999.0,18.0,0.0,NE,1.0
2014-06-17 08:00:00,Dongsi,Inner (Urban),23.0,23.0,2.0,44.0,900.0,76.0,20.5,998.9,18.1,0.0,E,1.9
2014-06-17 09:00:00,Dongsi,Inner (Urban),23.0,23.0,2.0,47.0,900.0,81.0,21.7,998.6,18.5,0.0,ESE,1.2
2014-06-17 10:00:00,Dongsi,Inner (Urban),27.0,27.0,2.0,50.0,900.0,82.0,22.5,998.6,18.3,0.0,ESE,1.1
2014-06-17 11:00:00,Dongsi,Inner (Urban),36.0,59.0,2.0,46.0,1100.0,90.0,24.1,998.4,18.7,0.0,E,2.3
2014-06-17 12:00:00,Dongsi,Inner (Urban),58.0,96.0,4.0,54.0,1200.0,87.0,25.4,997.6,19.5,0.0,SSW,2.6
2014-06-17 13:00:00,Dongsi,Inner (Urban),79.0,108.0,4.0,63.0,1300.0,96.0,26.5,997.4,20.1,0.0,SSE,2.1
2014-06-17 14:00:00,Dongsi,Inner (Urban),120.0,150.0,6.0,46.0,1300.0,141.0,26.7,997.0,20.1,0.0,ESE,1.4
2014-06-17 15:00:00,Dongsi,Inner (Urban),141.0,157.0,5.0,33.0,1300.0,177.0,26.3,997.4,20.4,0.0,SSW,1.7
2014-06-17 16:00:00,Dongsi,Inner (Urban),146.0,192.0,4.0,31.0,1300.0,179.0,23.6,997.4,16.9,0.0,W,4.5
2014-06-17 17:00:00,Dongsi,Inner (Urban),149.0,149.0,3.0,35.0,1300.0,145.0,20.5,997.8,18.6,6.1,E,1.0
2014-06-17 18:00:00,Dongsi,Inner (Urban),28.0,28.0,2.0,40.0,800.0,99.0,21.0,997.6,19.6,0.1,ENE,1.9
2014-06-17 19:00:00,Dongsi,Inner (Urban),32.0,74.0,2.0,67.0,1100.0,70.0,20.1,998.3,18.2,0.0,N,1.4
2014-06-17 20:00:00,Dongsi,Inner (Urban),63.0,69.0,2.0,76.0,1300.0,62.0,19.6,999.3,18.6,0.0,ENE,1.5
2014-06-17 21:00:00,Dongsi,Inner (Urban),73.0,73.0,2.0,71.0,1300.0,56.0,19.2,999.6,18.4,0.0,NNE,1.5
2014-06-17 22:00:00,Dongsi,Inner (Urban),50.0,50.0,2.0,74.0,1100.0,50.0,18.8,999.9,18.0,0.0,ENE,1.2
2014-06-17 23:00:00,Dongsi,Inner (Urban),61.0,61.0,2.0,65.0,1000.0,44.0,18.4,999.8,17.7,0.0,NNW,0.5
2014-06-18 00:00:00,Dongsi,Inner (Urban),63.0,63.0,2.0,74.0,1100.0,26.0,18.3,999.5,17.7,0.0,SSE,0.6
2014-06-18 01:00:00,Dongsi,Inner (Urban),61.0,61.0,2.0,53.0,900.0,43.0,18.2,999.6,17.7,0.0,S,0.0
2014-06-18 02:00:00,Dongsi,Inner (Urban),66.0,66.0,2.0,47.0,1000.0,35.0,18.2,999.8,17.7,0.0,WSW,0.9
2014-06-18 03:00:00,Dongsi,Inner (Urban),61.0,61.0,2.0,58.0,1200.0,21.0,18.6,999.2,18.1,0.0,NE,1.2
2014-06-18 04:00:00,Dongsi,Inner (Urban),70.0,70.0,2.0,61.0,1100.0,16.0,18.8,999.9,18.3,0.0,E,0.9
2014-06-18 05:00:00,Dongsi,Inner (Urban),68.0,68.0,2.0,63.0,1100.0,18.0,18.7,1000.3,17.5,0.0,NE,1.2
2014-06-18 06:00:00,Dongsi,Inner (Urban),56.0,56.0,2.0,69.0,1000.0,25.0,19.5,1000.3,17.6,0.0,NNW,1.7
2014-06-18 07:00:00,Dongsi,Inner (Urban),43.0,43.0,2.0,42.0,900.0,44.0,21.1,1000.5,17.1,0.0,NNE,1.6
2014-06-18 08:00:00,Dongsi,Inner (Urban),35.0,35.0,2.0,49.0,900.0,45.0,23.2,1000.1,17.4,0.0,N,2.0
2014-06-18 09:00:00,Dongsi,Inner (Urban),28.0,28.0,2.0,45.0,900.0,59.0,25.3,999.9,17.0,0.0,NNE,1.5
2014-06-18 10:00:00,Dongsi,Inner (Urban),35.0,35.0,4.0,42.0,900.0,66.0,27.2,999.2,16.2,0.0,NE,1.4
2014-06-18 11:00:00,Dongsi,Inner (Urban),26.0,26.0,5.0,29.0,700.0,88.0,28.3,998.9,15.2,0.0,E,2.5
2014-06-18 12:00:00,Dongsi,Inner (Urban),20.0,41.0,5.0,24.0,600.0,108.0,29.7,998.0,15.4,0.0,N,1.6
2014-06-18 13:00:00,Dongsi,Inner (Urban),28.0,28.0,7.0,19.0,500.0,128.0,29.9,997.3,14.4,0.0,SSW,1.2
2014-06-18 14:00:00,Dongsi,Inner (Urban),36.0,36.0,8.0,21.0,600.0,147.0,30.0,996.9,16.4,0.0,SE,3.6
2014-06-18 15:00:00,Dongsi,Inner (Urban),55.0,122.0,10.0,36.0,800.0,161.0,30.2,996.3,17.0,0.0,SSW,3.1
2014-06-18 16:00:00,Dongsi,Inner (Urban),88.0,172.0,10.0,36.0,900.0,209.0,29.5,996.2,18.3,0.0,SSW,2.3
2014-06-18 17:00:00,Dongsi,Inner (Urban),100.0,100.0,8.0,33.0,900.0,222.0,28.8,996.4,18.0,0.0,SSW,1.4
2014-06-18 18:00:00,Dongsi,Inner (Urban),97.0,97.0,8.0,33.0,900.0,200.0,27.5,996.8,16.8,0.0,SW,2.4
2014-06-18 19:00:00,Dongsi,Inner (Urban),75.0,75.0,10.0,35.0,800.0,159.0,26.5,997.5,17.6,0.0,SW,2.3
2014-06-18 20:00:00,Dongsi,Inner (Urban),85.0,172.0,7.0,41.0,1000.0,129.0,25.6,998.3,19.0,0.0,SW,3.7
2014-06-18 21:00:00,Dongsi,Inner (Urban),107.0,130.0,4.0,35.0,1000.0,112.0,24.8,998.6,19.4,0.0,WSW,1.4
2014-06-18 22:00:00,Dongsi,Inner (Urban),116.0,158.0,4.0,33.0,1100.0,106.0,24.2,998.5,19.5,0.0,WSW,1.3
2014-06-18 23:00:00,Dongsi,Inner (Urban),134.0,134.0,4.0,33.0,1100.0,96.0,22.7,998.3,19.7,0.0,W,0.2
2014-06-19 00:00:00,Dongsi,Inner (Urban),134.0,134.0,4.0,34.0,1100.0,94.0,21.8,998.7,19.7,0.0,WNW,1.0
2014-06-19 01:00:00,Dongsi,Inner (Urban),136.0,136.0,3.0,43.0,1200.0,73.0,21.1,998.7,19.7,0.0,NE,0.7
2014-06-19 02:00:00,Dongsi,Inner (Urban),139.0,139.0,2.0,51.0,1200.0,44.0,20.4,998.6,19.4,0.0,NNE,0.2
2014-06-19 03:00:00,Dongsi,Inner (Urban),127.0,129.0,3.0,72.0,1200.0,21.0,21.0,998.6,19.1,0.0,NE,1.2
2014-06-19 04:00:00,Dongsi,Inner (Urban),131.0,131.0,2.0,79.0,1300.0,18.0,19.7,999.0,18.5,0.0,NNW,0.3
2014-06-19 05:00:00,Dongsi,Inner (Urban),110.0,110.0,3.0,67.0,1000.0,34.0,20.6,999.6,19.6,0.0,ENE,0.9
2014-06-19 06:00:00,Dongsi,Inner (Urban),123.0,188.0,2.0,78.0,1200.0,13.0,22.6,1000.6,19.2,0.0,NE,1.9
2014-06-19 07:00:00,Dongsi,Inner (Urban),140.0,156.0,4.0,79.0,1200.0,25.0,23.9,1000.9,19.8,0.0,E,3.2
2014-06-19 08:00:00,Dongsi,Inner (Urban),120.0,142.0,5.0,78.0,1100.0,44.0,24.5,1001.0,19.6,0.0,ESE,2.1
2014-06-19 09:00:00,Dongsi,Inner (Urban),162.0,192.0,10.0,64.0,1700.0,66.0,25.3,1001.0,19.4,0.0,ESE,2.5
2014-06-19 10:00:00,Dongsi,Inner (Urban),209.0,237.0,25.0,66.0,2800.0,82.0,25.5,1000.8,19.2,0.0,SE,3.7
2014-06-19 11:00:00,Dongsi,Inner (Urban),211.0,249.0,27.0,59.0,2700.0,109.0,25.2,1001.0,19.1,0.0,E,2.7
2014-06-19 12:00:00,Dongsi,Inner (Urban),205.0,205.0,16.0,46.0,2300.0,125.0,25.8,1000.6,18.0,0.0,ESE,3.3
2014-06-19 13:00:00,Dongsi,Inner (Urban),169.0,169.0,17.0,45.0,2100.0,114.0,26.3,1000.4,18.4,0.0,SSE,2.2
2014-06-19 14:00:00,Dongsi,Inner (Urban),128.0,128.0,13.0,37.0,1500.0,134.0,25.7,1000.7,19.1,0.0,SE,3.3
2014-06-19 15:00:00,Dongsi,Inner (Urban),124.0,124.0,8.0,30.0,1200.0,137.0,25.7,1000.7,19.3,0.0,SE,2.1
2014-06-19 16:00:00,Dongsi,Inner (Urban),122.0,130.0,9.0,32.0,1200.0,134.0,25.1,1000.5,18.8,0.0,S,1.7
2014-06-19 17:00:00,Dongsi,Inner (Urban),106.0,106.0,9.0,36.0,1400.0,123.0,24.5,1000.5,17.7,0.0,SSE,1.6
2014-06-19 18:00:00,Dongsi,Inner (Urban),77.0,77.0,7.0,33.0,1100.0,115.0,24.1,1000.7,17.8,0.0,SE,1.6
2014-06-19 19:00:00,Dongsi,Inner (Urban),71.0,71.0,6.0,40.0,1000.0,102.0,23.7,1001.1,18.1,0.0,SSE,1.4
2014-06-19 20:00:00,Dongsi,Inner (Urban),77.0,77.0,7.0,34.0,1000.0,102.0,23.5,1001.4,17.7,0.0,SE,1.7
2014-06-19 21:00:00,Dongsi,Inner (Urban),72.0,104.0,9.0,42.0,1100.0,85.0,23.3,1001.8,17.1,0.0,SSE,1.1
2014-06-19 22:00:00,Dongsi,Inner (Urban),73.0,73.0,9.0,46.0,1100.0,69.0,22.5,1001.8,18.1,0.0,SW,0.9
2014-06-19 23:00:00,Dongsi,Inner (Urban),73.0,82.0,8.0,52.0,1200.0,54.0,21.7,1002.5,17.9,0.0,SSE,2.0
2014-06-20 00:00:00,Dongsi,Inner (Urban),72.0,105.0,6.0,56.0,1100.0,40.0,20.5,1002.7,18.6,1.1,S,1.2
2014-06-20 01:00:00,Dongsi,Inner (Urban),68.0,71.0,4.0,34.0,1300.0,52.0,19.3,1003.0,17.3,1.7,WSW,1.2
2014-06-20 02:00:00,Dongsi,Inner (Urban),51.0,51.0,2.0,27.0,1100.0,45.0,18.9,1003.1,17.6,0.8,WSW,0.2
2014-06-20 03:00:00,Dongsi,Inner (Urban),30.0,30.0,2.0,23.0,700.0,43.0,18.9,1002.8,17.9,1.2,ENE,1.3
2014-06-20 04:00:00,Dongsi,Inner (Urban),31.0,31.0,2.0,23.0,700.0,60.0,18.5,1002.9,17.5,0.5,NE,1.0
2014-06-20 05:00:00,Dongsi,Inner (Urban),27.0,27.0,2.0,27.0,800.0,62.0,18.8,1003.2,18.0,0.1,ENE,2.0
2014-06-20 06:00:00,Dongsi,Inner (Urban),20.0,20.0,2.0,26.0,800.0,68.0,19.0,1003.7,18.0,0.0,ENE,1.7
2014-06-20 07:00:00,Dongsi,Inner (Urban),31.0,49.0,2.0,44.0,1000.0,43.0,19.3,1004.1,17.8,0.1,N,1.3
2014-06-20 08:00:00,Dongsi,Inner (Urban),41.0,41.0,2.0,49.0,1100.0,34.0,20.3,1004.1,17.9,0.0,NNE,2.0
2014-06-20 09:00:00,Dongsi,Inner (Urban),25.0,25.0,2.0,40.0,900.0,52.0,22.1,1003.7,17.2,0.0,N,2.2
2014-06-20 10:00:00,Dongsi,Inner (Urban),18.0,18.0,2.0,31.0,800.0,81.0,23.6,1003.5,17.1,0.0,NNE,2.1
2014-06-20 11:00:00,Dongsi,Inner (Urban),10.0,10.0,2.0,20.0,800.0,104.0,24.8,1003.2,16.0,0.0,ESE,2.4
2014-06-20 12:00:00,Dongsi,Inner (Urban),10.0,10.0,2.0,17.0,700.0,122.0,25.9,1002.8,16.7,0.0,NNE,1.3
2014-06-20 13:00:00,Dongsi,Inner (Urban),10.0,10.0,2.0,17.0,700.0,130.0,26.9,1001.9,16.5,0.0,NNE,1.0
2014-06-20 14:00:00,Dongsi,Inner (Urban),11.0,11.0,2.0,16.0,600.0,131.0,27.4,1001.6,17.0,0.0,SSE,1.3
2014-06-20 15:00:00,Dongsi,Inner (Urban),11.0,11.0,2.0,15.0,500.0,141.0,27.0,1001.5,15.4,0.0,S,1.0
2014-06-20 16:00:00,Dongsi,Inner (Urban),13.0,15.0,2.0,22.0,500.0,142.0,27.2,1001.4,15.2,0.0,ESE,2.0
2014-06-20 17:00:00,Dongsi,Inner (Urban),15.0,32.0,2.0,23.0,500.0,142.0,26.0,1001.8,17.1,0.0,ESE,3.7
2014-06-20 18:00:00,Dongsi,Inner (Urban),16.0,49.0,2.0,26.0,500.0,138.0,24.7,1002.7,17.2,0.0,SSE,3.7
2014-06-20 19:00:00,Dongsi,Inner (Urban),33.0,170.0,2.0,34.0,800.0,110.0,23.6,1002.9,17.1,0.0,SE,2.4
2014-06-20 20:00:00,Dongsi,Inner (Urban),48.0,98.0,2.0,43.0,1200.0,96.0,23.2,1004.0,17.4,0.0,SE,2.3
2014-06-20 21:00:00,Dongsi,Inner (Urban),76.0,94.0,7.0,48.0,1800.0,84.0,22.3,1004.3,17.2,0.0,SE,1.3
2014-06-20 22:00:00,Dongsi,Inner (Urban),89.0,124.0,8.0,45.0,1700.0,74.0,21.6,1004.7,17.8,0.0,SW,0.9
2014-06-20 23:00:00,Dongsi,Inner (Urban),83.0,90.0,7.0,43.0,1300.0,65.0,20.9,1005.0,17.7,0.0,SSE,1.3
2014-06-21 00:00:00,Dongsi,Inner (Urban),66.0,66.0,8.0,31.0,1000.0,76.0,21.2,1005.0,17.6,0.0,SE,0.9
2014-06-21 01:00:00,Dongsi,Inner (Urban),55.0,55.0,8.0,31.0,900.0,75.0,20.3,1004.7,18.1,0.0,ESE,0.4
2014-06-21 02:00:00,Dongsi,Inner (Urban),59.0,59.0,7.0,43.0,900.0,56.0,20.1,1004.5,18.0,0.0,ESE,1.1
2014-06-21 03:00:00,Dongsi,Inner (Urban),55.0,55.0,6.0,41.0,900.0,53.0,20.0,1004.4,17.8,0.0,ESE,1.3
2014-06-21 04:00:00,Dongsi,Inner (Urban),59.0,59.0,6.0,46.0,900.0,43.0,20.1,1004.8,17.7,0.0,E,0.7
2014-06-21 05:00:00,Dongsi,Inner (Urban),65.0,82.0,5.0,77.0,1000.0,15.0,20.6,1005.0,17.2,0.0,SSW,1.3
2014-06-21 06:00:00,Dongsi,Inner (Urban),73.0,84.0,5.0,67.0,900.0,18.0,21.0,1005.4,17.6,0.0,ESE,1.0
2014-06-21 07:00:00,Dongsi,Inner (Urban),67.0,67.0,6.0,55.0,900.0,30.0,21.4,1005.7,17.6,0.0,SE,1.0
2014-06-21 08:00:00,Dongsi,Inner (Urban),70.0,70.0,6.0,64.0,1100.0,28.0,22.2,1005.6,17.1,0.0,SE,1.1
2014-06-21 09:00:00,Dongsi,Inner (Urban),72.0,72.0,7.0,53.0,1200.0,43.0,23.0,1005.7,16.3,0.0,SSE,2.3
2014-06-21 10:00:00,Dongsi,Inner (Urban),75.0,75.0,10.0,36.0,1500.0,62.0,24.4,1005.4,17.4,0.0,W,1.0
2014-06-21 11:00:00,Dongsi,Inner (Urban),66.0,66.0,16.0,31.0,1600.0,83.0,25.4,1004.8,17.1,0.0,E,2.6
2014-06-21 12:00:00,Dongsi,Inner (Urban),75.0,85.0,14.0,35.0,1600.0,99.0,26.1,1003.9,17.2,0.0,ESE,2.1
2014-06-21 13:00:00,Dongsi,Inner (Urban),74.0,74.0,13.0,30.0,1500.0,127.0,26.7,1003.3,16.3,0.0,SE,2.5
2014-06-21 14:00:00,Dongsi,Inner (Urban),68.0,68.0,6.0,20.0,1100.0,158.0,27.0,1002.8,15.1,0.0,SE,2.7
2014-06-21 15:00:00,Dongsi,Inner (Urban),55.0,55.0,3.0,19.0,900.0,163.0,27.1,1002.8,15.5,0.0,SSW,1.0
2014-06-21 16:00:00,Dongsi,Inner (Urban),58.0,58.0,2.0,18.0,900.0,167.0,26.8,1002.6,15.2,0.0,WSW,1.1
2014-06-21 17:00:00,Dongsi,Inner (Urban),62.0,62.0,3.0,20.0,1100.0,168.0,26.2,1002.9,15.3,0.0,WNW,1.6
2014-06-21 18:00:00,Dongsi,Inner (Urban),65.0,93.0,4.0,24.0,1200.0,160.0,23.0,1003.9,13.2,0.0,NW,7.0
2014-06-21 19:00:00,Dongsi,Inner (Urban),69.0,69.0,3.0,33.0,1100.0,138.0,18.7,1004.6,16.1,1.1,NW,1.5
2014-06-21 20:00:00,Dongsi,Inner (Urban),14.0,111.0,2.0,22.0,500.0,107.0,18.9,1004.6,17.2,1.2,WNW,1.7
2014-06-21 21:00:00,Dongsi,Inner (Urban),17.0,32.0,2.0,36.0,600.0,81.0,18.6,1004.9,16.4,1.4,NW,1.1
2014-06-21 22:00:00,Dongsi,Inner (Urban),20.0,20.0,2.0,37.0,600.0,71.0,18.5,1004.7,16.7,0.0,ESE,1.0
2014-06-21 23:00:00,Dongsi,Inner (Urban),23.0,23.0,2.0,53.0,800.0,49.0,18.4,1004.5,16.6,0.0,ENE,0.9
2014-06-22 00:00:00,Dongsi,Inner (Urban),28.0,28.0,2.0,54.0,800.0,51.0,17.8,1004.6,16.8,0.0,E,0.8
2014-06-22 01:00:00,Dongsi,Inner (Urban),22.0,22.0,2.0,45.0,700.0,56.0,17.8,1004.9,17.0,0.0,SW,0.6
2014-06-22 02:00:00,Dongsi,Inner (Urban),13.0,36.0,2.0,46.0,700.0,42.0,17.7,1005.0,16.0,0.0,W,1.0
2014-06-22 03:00:00,Dongsi,Inner (Urban),13.0,13.0,2.0,51.0,600.0,32.0,17.7,1004.9,16.6,0.0,SSW,0.4
2014-06-22 04:00:00,Dongsi,Inner (Urban),12.0,12.0,2.0,59.0,700.0,21.0,18.0,1005.4,17.0,0.0,N,0.2
2014-06-22 05:00:00,Dongsi,Inner (Urban),13.0,13.0,2.0,60.0,600.0,23.0,18.5,1005.5,17.3,0.0,ESE,0.8
2014-06-22 06:00:00,Dongsi,Inner (Urban),10.0,17.0,2.0,61.0,600.0,25.0,19.8,1005.3,16.4,0.0,N,2.1
2014-06-22 07:00:00,Dongsi,Inner (Urban),10.0,29.0,2.0,52.0,600.0,34.0,21.2,1005.7,17.8,0.0,ENE,0.9
2014-06-22 08:00:00,Dongsi,Inner (Urban),14.0,76.0,2.0,43.0,700.0,44.0,22.4,1005.7,17.7,0.0,ENE,0.8
2014-06-22 09:00:00,Dongsi,Inner (Urban),45.0,112.0,3.0,38.0,800.0,49.0,24.3,1005.7,18.2,0.0,ENE,0.8
2014-06-22 10:00:00,Dongsi,Inner (Urban),38.0,38.0,3.0,36.0,900.0,63.0,24.9,1005.4,16.6,0.0,N,1.3
2014-06-22 11:00:00,Dongsi,Inner (Urban),48.0,48.0,4.0,31.0,800.0,84.0,25.7,1004.7,17.1,0.0,ENE,2.2
2014-06-22 12:00:00,Dongsi,Inner (Urban),50.0,50.0,4.0,26.0,800.0,110.0,26.7,1004.1,16.9,0.0,E,1.9
2014-06-22 13:00:00,Dongsi,Inner (Urban),57.0,57.0,3.0,22.0,900.0,139.0,27.7,1003.3,16.9,0.0,WSW,1.7
